DATAFLOW,LAST UPDATE,freq,unit,nace_r2,na_item,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Manufacturing,Real labour productivity per person,Slovakia,1998,21.669,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Manufacturing,Real labour productivity per person,Slovakia,1999,22.654,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Manufacturing,Real labour productivity per person,Slovakia,2000,26.421,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Manufacturing,Real labour productivity per person,Slovakia,2001,30.548,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Manufacturing,Real labour productivity per person,Slovakia,2002,31.951,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Manufacturing,Real labour productivity per person,Slovakia,2003,36.427,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Manufacturing,Real labour productivity per person,Slovakia,2004,44.791,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Manufacturing,Real labour productivity per person,Slovakia,2005,50.537,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Manufacturing,Real labour productivity per person,Slovakia,2006,55.649,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Manufacturing,Real labour productivity per person,Slovakia,2007,60.025,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Manufacturing,Real labour productivity per person,Slovakia,2008,59.285,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Manufacturing,Real labour productivity per person,Slovakia,2009,56.306,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Manufacturing,Real labour productivity per person,Slovakia,2010,74.436,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Manufacturing,Real labour productivity per person,Slovakia,2011,75.126,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Manufacturing,Real labour productivity per person,Slovakia,2012,75.670,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Manufacturing,Real labour productivity per person,Slovakia,2013,76.469,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Manufacturing,Real labour productivity per person,Slovakia,2014,91.113,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Manufacturing,Real labour productivity per person,Slovakia,2015,100.510,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Manufacturing,Real labour productivity per person,Slovakia,2016,95.616,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Manufacturing,Real labour productivity per person,Slovakia,2017,93.042,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Manufacturing,Real labour productivity per person,Slovakia,2018,102.879,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Manufacturing,Real labour productivity per person,Slovakia,2019,108.453,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Manufacturing,Real labour productivity per person,Slovakia,2020,100.000,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Manufacturing,Real labour productivity per person,Slovakia,2021,104.406,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Manufacturing,Real labour productivity per person,Slovakia,2022,97.935,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100",Manufacturing,Real labour productivity per person,Slovakia,2023,117.914,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Austria,1995,75.523,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Austria,1996,79.539,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Austria,1997,86.376,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Austria,1998,91.116,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Austria,1999,97.226,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Austria,2000,100.936,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Austria,2001,116.685,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Austria,2002,119.733,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Austria,2003,120.040,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Austria,2004,133.213,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Austria,2005,131.635,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Austria,2006,122.057,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Austria,2007,113.344,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Austria,2008,106.162,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Austria,2009,112.810,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Austria,2010,106.120,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Austria,2011,100.465,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Austria,2012,97.732,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Austria,2013,101.681,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Austria,2014,90.567,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Austria,2015,88.300,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Austria,2016,88.595,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Austria,2017,97.732,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Austria,2018,101.180,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Austria,2019,100.171,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Austria,2020,100.000,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Austria,2021,97.356,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Austria,2022,101.157,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Austria,2023,108.013,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Belgium,1995,71.747,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Belgium,1996,80.074,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Belgium,1997,85.354,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Belgium,1998,83.951,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Belgium,1999,87.447,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Belgium,2000,96.625,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Belgium,2001,97.049,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Belgium,2002,98.325,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Belgium,2003,101.481,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Belgium,2004,104.784,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Belgium,2005,104.867,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Belgium,2006,105.462,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Belgium,2007,104.549,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Belgium,2008,101.001,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Belgium,2009,117.153,b
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Belgium,2010,117.844,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Belgium,2011,112.666,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Belgium,2012,95.623,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Belgium,2013,96.738,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Belgium,2014,104.907,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Belgium,2015,106.349,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Belgium,2016,107.858,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Belgium,2017,99.894,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Belgium,2018,83.673,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Belgium,2019,92.656,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Belgium,2020,100.000,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Belgium,2021,89.403,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Belgium,2022,60.419,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Belgium,2023,67.578,p
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Bulgaria,1995,87.837,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Bulgaria,1996,71.833,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Bulgaria,1997,81.711,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Bulgaria,1998,84.145,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Bulgaria,1999,86.874,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Bulgaria,2000,97.113,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Bulgaria,2001,104.798,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Bulgaria,2002,112.333,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Bulgaria,2003,115.524,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Bulgaria,2004,122.744,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Bulgaria,2005,110.413,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Bulgaria,2006,109.019,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Bulgaria,2007,113.865,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Bulgaria,2008,128.595,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Bulgaria,2009,129.133,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Bulgaria,2010,139.574,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Bulgaria,2011,140.515,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Bulgaria,2012,131.743,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Bulgaria,2013,139.988,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Bulgaria,2014,125.644,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Bulgaria,2015,114.350,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Bulgaria,2016,136.802,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Bulgaria,2017,132.328,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Bulgaria,2018,110.422,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Bulgaria,2019,101.075,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Bulgaria,2020,100.000,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Bulgaria,2021,140.829,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Bulgaria,2022,127.889,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Bulgaria,2023,79.920,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Switzerland,1995,328.381,b
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Switzerland,1996,252.285,b
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Switzerland,1997,213.051,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Switzerland,1998,203.491,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Switzerland,1999,205.329,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Switzerland,2000,213.041,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Switzerland,2001,222.784,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Switzerland,2002,191.065,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Switzerland,2003,170.669,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Switzerland,2004,151.475,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Switzerland,2005,162.730,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Switzerland,2006,170.906,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Switzerland,2007,173.882,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Switzerland,2008,185.805,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Switzerland,2009,155.528,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Switzerland,2010,147.777,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Switzerland,2011,138.306,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Switzerland,2012,150.397,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Switzerland,2013,152.456,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Switzerland,2014,122.848,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Switzerland,2015,104.560,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Switzerland,2016,85.354,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Switzerland,2017,97.114,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Switzerland,2018,114.548,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Switzerland,2019,117.725,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Switzerland,2020,100.000,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Switzerland,2021,84.711,p
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Switzerland,2022,106.330,p
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Switzerland,2023,84.805,p
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Cyprus,1995,116.582,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Cyprus,1996,125.027,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Cyprus,1997,130.731,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Cyprus,1998,147.799,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Cyprus,1999,145.803,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Cyprus,2000,145.763,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Cyprus,2001,177.410,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Cyprus,2002,197.196,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Cyprus,2003,209.461,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Cyprus,2004,178.678,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Cyprus,2005,170.415,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Cyprus,2006,173.013,
ESTAT:NAMA_10_LP_A21(1.0),20/01/25 23:00:00,Annual,"Index, 2020=100","Electricity, gas, steam and air conditioning supply",Real labour productivity per person,Cyprus,2007,176.853,
