DATAFLOW,LAST UPDATE,freq,currency,unit,sizeclas,nace_r2,lcstruct,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Euro area - 19 countries  (2015-2022),2012,581894382609,d
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Euro area - 19 countries  (2015-2022),2016,616467246770,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Euro area - 19 countries  (2015-2022),2020,635757078011,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Euro area – 20 countries (from 2023),2008,574522529682,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Euro area – 20 countries (from 2023),2012,585391225183,d
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Euro area – 20 countries (from 2023),2016,620463718370,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Euro area – 20 countries (from 2023),2020,642067756280,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Estonia,2008,1385447786,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Estonia,2012,1360421452,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Estonia,2016,1715433914,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Estonia,2020,1792910361,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Greece,2008,6256027132,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Greece,2012,4982197752,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Greece,2016,4689980806,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Greece,2020,5615599543,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Spain,2008,50583178631,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Spain,2012,41911779876,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Spain,2016,44457917934,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Spain,2020,44451829218,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),European Union - 15 countries (1995-2004),2008,659531247548,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),European Union - 15 countries (1995-2004),2012,660884430565,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),European Union - 15 countries (1995-2004),2016,708339732482,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),European Union - 15 countries (1995-2004),2020,644297565125,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),European Union - 25 countries (2004-2006),2008,739241646653,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),European Union - 25 countries (2004-2006),2012,739324163891,d
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),European Union - 25 countries (2004-2006),2016,797236723479,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),European Union - 25 countries (2004-2006),2020,751186501886,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),European Union - 27 countries (2007-2013),2008,753943174137,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),European Union - 27 countries (2007-2013),2012,754914182429,d
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),European Union - 27 countries (from 2020),2008,679695768628,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),European Union - 27 countries (from 2020),2012,687399935484,d
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),European Union - 27 countries (from 2020),2016,739731356542,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),European Union - 27 countries (from 2020),2020,784220123998,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),European Union - 28 countries (2013-2020),2008,758059178477,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),European Union - 28 countries (2013-2020),2012,758331901216,d
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),European Union - 28 countries (2013-2020),2016,821867901219,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Finland,2008,11019909899,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Finland,2012,10710587792,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Finland,2016,9991084309,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Finland,2020,10351766732,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),France,2008,90987564196,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),France,2012,82372768612,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),France,2016,88022907768,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),France,2020,88607528789,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Croatia,2008,4116004340,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Croatia,2012,3496842574,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Croatia,2016,3996471600,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Croatia,2020,6166542110,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Hungary,2008,8977016073,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Hungary,2012,9975767294,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Hungary,2016,12002578021,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Hungary,2020,14068894406,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Ireland,2008,6623222347,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Ireland,2012,6516261273,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Ireland,2016,7662376156,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Ireland,2020,7134465971,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Iceland,2008,547508895,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Iceland,2012,459525987,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Iceland,2016,626784019,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Iceland,2020,618080831,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Italy,2008,83943122473,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Italy,2012,83325540026,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Italy,2016,86595970527,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Italy,2020,84264254879,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Lithuania,2008,7542621337,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Lithuania,2012,6614106100,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Lithuania,2016,2689208647,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Lithuania,2020,4185773299,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Luxembourg,2008,1287986194,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Luxembourg,2012,1170714647,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Luxembourg,2016,1252793502,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Luxembourg,2020,1264498390,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Latvia,2008,834468732,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Latvia,2012,747247722,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Latvia,2016,1299731926,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Latvia,2020,1512472225,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Montenegro,2012,187922462,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Montenegro,2016,86403014,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),North Macedonia,2012,980390019,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),North Macedonia,2016,1111439040,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Malta,2008,778522694,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Malta,2012,,c
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Malta,2016,519274194,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Malta,2020,498992754,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Netherlands,2008,25825139839,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Netherlands,2012,25372797060,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Netherlands,2016,27161071686,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Netherlands,2020,29471859496,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Norway,2008,8636505466,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Norway,2012,8498120794,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Norway,2016,8319694312,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Norway,2020,8767172218,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Poland,2008,33175436260,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Poland,2012,32271155615,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Poland,2016,37869159781,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Poland,2020,50669363141,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Portugal,2008,9353539031,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Portugal,2012,8618007580,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Portugal,2016,9755515274,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Portugal,2020,10595109212,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Romania,2008,10726615050,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Romania,2012,11720518349,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Romania,2016,15365870223,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Romania,2020,20942409963,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Serbia,2012,3946866941,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Serbia,2016,4217002170,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Serbia,2020,5832952573,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Sweden,2008,18014229235,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Sweden,2012,17565028202,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Sweden,2016,17247986825,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Sweden,2020,17159426237,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Slovenia,2008,4077172720,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Slovenia,2012,4046742790,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Slovenia,2016,4401488282,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Slovenia,2020,5318762449,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Slovakia,2008,5399887343,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Slovakia,2012,5578487898,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Slovakia,2016,7329206261,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Slovakia,2020,6420590233,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Türkiye,2012,49995894049,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Türkiye,2016,63920804267,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),Türkiye,2020,55017220304,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),United Kingdom,2008,84569839699,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),United Kingdom,2012,70931965732,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,Manufacturing,Wages and salaries (total),United Kingdom,2016,82136544677,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,"Electricity, gas, steam and air conditioning supply",Wages and salaries (total),Albania,2012,71470698,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,"Electricity, gas, steam and air conditioning supply",Wages and salaries (total),Albania,2016,129470044,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,"Electricity, gas, steam and air conditioning supply",Wages and salaries (total),Albania,2020,,c
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,"Electricity, gas, steam and air conditioning supply",Wages and salaries (total),Austria,2008,1210603817,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,"Electricity, gas, steam and air conditioning supply",Wages and salaries (total),Austria,2012,1313738624,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,"Electricity, gas, steam and air conditioning supply",Wages and salaries (total),Austria,2016,1258612907,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,"Electricity, gas, steam and air conditioning supply",Wages and salaries (total),Austria,2020,1335920394,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,"Electricity, gas, steam and air conditioning supply",Wages and salaries (total),Bosnia and Herzegovina,2012,514241115,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,"Electricity, gas, steam and air conditioning supply",Wages and salaries (total),Bosnia and Herzegovina,2016,552974005,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,"Electricity, gas, steam and air conditioning supply",Wages and salaries (total),Bosnia and Herzegovina,2020,531485646,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,"Electricity, gas, steam and air conditioning supply",Wages and salaries (total),Belgium,2008,,c
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,"Electricity, gas, steam and air conditioning supply",Wages and salaries (total),Belgium,2012,1280229262,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,"Electricity, gas, steam and air conditioning supply",Wages and salaries (total),Belgium,2016,1123939367,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,"Electricity, gas, steam and air conditioning supply",Wages and salaries (total),Belgium,2020,1172194834,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,"Electricity, gas, steam and air conditioning supply",Wages and salaries (total),Bulgaria,2008,629946817,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,"Electricity, gas, steam and air conditioning supply",Wages and salaries (total),Bulgaria,2012,718597266,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,"Electricity, gas, steam and air conditioning supply",Wages and salaries (total),Bulgaria,2016,734008334,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,"Electricity, gas, steam and air conditioning supply",Wages and salaries (total),Bulgaria,2020,793280187,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,"Electricity, gas, steam and air conditioning supply",Wages and salaries (total),Switzerland,2012,1094450573,
ESTAT:LC_NCOSTOT_R2(1.0),08/11/23 23:00:00,Annual,Purchasing Power Standard,Total,10 employees or more,"Electricity, gas, steam and air conditioning supply",Wages and salaries (total),Switzerland,2016,1624201462,
