DATAFLOW,LAST UPDATE,freq,unit,sex,age,citizen,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Germany,2021,27.8,b
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Germany,2022,28.0,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Germany,2023,28.7,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Denmark,1995,21.4,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Denmark,1996,21.2,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Denmark,1997,22.1,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Denmark,1998,22.1,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Denmark,1999,20.6,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Denmark,2000,21.4,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Denmark,2001,19.6,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Denmark,2002,20.0,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Denmark,2003,20.3,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Denmark,2004,21.9,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Denmark,2005,21.5,b
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Denmark,2006,23.0,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Denmark,2007,23.0,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Denmark,2008,23.1,b
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Denmark,2009,24.6,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Denmark,2010,24.8,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Denmark,2011,24.3,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Denmark,2012,24.1,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Denmark,2013,24.0,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Denmark,2014,23.9,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Denmark,2015,23.8,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Denmark,2016,25.0,b
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Denmark,2017,24.7,b
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Denmark,2018,23.9,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Denmark,2019,24.2,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Denmark,2020,23.4,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Denmark,2021,23.9,b
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Denmark,2022,24.2,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Denmark,2023,25.2,b
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Euro area – 20 countries (from 2023),2002,15.5,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Euro area – 20 countries (from 2023),2003,15.9,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Euro area – 20 countries (from 2023),2004,16.9,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Euro area – 20 countries (from 2023),2005,17.7,b
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Euro area – 20 countries (from 2023),2006,18.3,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Euro area – 20 countries (from 2023),2007,18.4,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Euro area – 20 countries (from 2023),2008,18.5,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Euro area – 20 countries (from 2023),2009,19.1,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Euro area – 20 countries (from 2023),2010,19.6,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Euro area – 20 countries (from 2023),2011,20.0,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Euro area – 20 countries (from 2023),2012,20.6,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Euro area – 20 countries (from 2023),2013,21.3,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Euro area – 20 countries (from 2023),2014,21.4,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Euro area – 20 countries (from 2023),2015,21.5,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Euro area – 20 countries (from 2023),2016,21.4,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Euro area – 20 countries (from 2023),2017,21.4,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Euro area – 20 countries (from 2023),2018,21.2,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Euro area – 20 countries (from 2023),2019,21.2,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Euro area – 20 countries (from 2023),2020,21.2,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Euro area – 20 countries (from 2023),2021,20.7,b
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Euro area – 20 countries (from 2023),2022,20.5,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Euro area – 20 countries (from 2023),2023,20.6,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Estonia,1997,9.6,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Estonia,1998,6.7,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Estonia,1999,6.6,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Estonia,2000,6.9,b
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Estonia,2001,7.4,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Estonia,2002,6.3,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Estonia,2003,6.7,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Estonia,2004,6.9,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Estonia,2005,6.8,b
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Estonia,2006,6.8,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Estonia,2007,7.1,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Estonia,2008,6.4,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Estonia,2009,9.4,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Estonia,2010,9.8,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Estonia,2011,9.3,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Estonia,2012,9.2,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Estonia,2013,8.9,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Estonia,2014,8.3,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Estonia,2015,9.4,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Estonia,2016,9.7,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Estonia,2017,9.6,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Estonia,2018,11.0,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Estonia,2019,11.3,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Estonia,2020,12.3,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Estonia,2021,12.2,b
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Estonia,2022,13.2,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Estonia,2023,13.5,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Greece,1995,4.4,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Greece,1996,4.7,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Greece,1997,4.3,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Greece,1998,5.6,b
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Greece,1999,5.8,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Greece,2000,4.4,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Greece,2001,3.8,b
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Greece,2002,4.2,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Greece,2003,3.9,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Greece,2004,4.5,b
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Greece,2005,4.8,b
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Greece,2006,5.5,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Greece,2007,5.4,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Greece,2008,5.4,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Greece,2009,5.9,b
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Greece,2010,6.3,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Greece,2011,6.7,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Greece,2012,7.7,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Greece,2013,8.4,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Greece,2014,9.3,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Greece,2015,9.4,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Greece,2016,9.8,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Greece,2017,9.7,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Greece,2018,9.1,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Greece,2019,9.1,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Greece,2020,8.6,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Greece,2021,8.2,b
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Greece,2022,8.0,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Greece,2023,7.3,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Spain,1995,7.2,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Spain,1996,7.7,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Spain,1997,8.0,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Spain,1998,7.8,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Spain,1999,8.1,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Spain,2000,8.0,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Spain,2001,8.0,b
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Spain,2002,8.0,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Spain,2003,8.2,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Spain,2004,8.8,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Spain,2005,12.0,b
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Spain,2006,11.6,b
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Spain,2007,11.4,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Spain,2008,11.6,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Spain,2009,12.4,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Spain,2010,12.9,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Spain,2011,13.5,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Spain,2012,14.4,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Spain,2013,15.7,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Spain,2014,15.8,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Spain,2015,15.6,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Spain,2016,15.1,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Spain,2017,14.9,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Spain,2018,14.5,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Spain,2019,14.5,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Spain,2020,13.9,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Spain,2021,13.7,bd
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Spain,2022,13.4,d
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Spain,2023,13.1,d
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2002,14.2,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2003,14.6,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2004,15.3,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2005,16.0,b
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2006,16.3,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2007,16.4,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2008,16.4,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2009,16.9,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2010,17.4,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2011,17.7,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2012,18.1,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2013,18.6,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2014,18.7,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2015,18.7,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2016,18.6,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2017,18.5,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2018,18.3,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2019,18.3,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2020,18.2,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2021,17.7,b
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2022,17.6,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,European Union - 27 countries (from 2020),2023,17.8,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Finland,1995,11.4,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Finland,1996,11.2,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Finland,1997,11.1,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Finland,1998,11.3,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Finland,1999,11.9,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Finland,2000,11.9,b
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Finland,2001,11.6,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Finland,2002,12.1,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Finland,2003,12.5,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Finland,2004,12.8,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Finland,2005,13.3,b
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Finland,2006,13.5,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Finland,2007,13.4,b
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Finland,2008,12.7,b
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Finland,2009,13.3,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Finland,2010,13.9,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Finland,2011,14.1,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Finland,2012,14.1,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Finland,2013,14.0,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Finland,2014,14.1,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Finland,2015,14.1,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Finland,2016,14.9,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Finland,2017,15.1,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Finland,2018,15.1,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Finland,2019,15.5,
ESTAT:LFSA_EPPGAN(1.0),12/12/24 23:00:00,Annual,Percentage,Total,From 15 to 64 years,Total,Finland,2020,14.8,
